Bin	BinRA	TopTaxonID	TopTaxonRAinBin	TopTaxon.Domain	TopTaxon.Phylum	TopTaxon.Class	TopTaxon.Order	TopTaxon.Family	TopTaxon.Species	Domain.maxNamed	Domain.maxNamed.Percent	Phylum.maxNamed	Phylum.maxNamed.Percent	Class.maxNamed	Class.maxNamed.Percent	Order.maxNamed	Order.maxNamed.Percent	Family.maxNamed	Family.maxNamed.Percent	Species.maxNamed	Species.maxNamed.Percent
Bin81	0.00159437298080929	KF712698.1.1520	0.266632505425012	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Gemmatimonadetes	0.959383034982846	BD2-11 terrestrial group	0.959383034982846	uncultured bacterium	0.989173999261583	uncultured bacterium	0.989173999261583	uncultured bacterium	0.989173999261583
Bin82	0.00660265081713545	HQ864072.1.1487	0.204292389604349	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured bacterium	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.499737118816431
Bin83	0.00310479003165628	KR559973.1.1464	0.236480385846244	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.563716533372831
Bin84	0.00201699105507875	JF167650.1.1343	0.115580205704348	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured bacterium	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.94377073236205
Bin85	0.00394902612218527	HQ674928.1.1497	0.14121949121711	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.895739819519318
Bin86	0.00290100819978933	KM108646.1.1486	0.58452110483489	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured Gemmatimonadetes bacterium	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured Gemmatimonadetes bacterium	0.723103551323441
Bin87	0.000642386467220156	FM209166.1.1380	0.221415747328361	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured bacterium	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.70094809131682
Bin88	0.00132623967635043	JN408916.1.1473	0.137823544201492	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured Gemmatimonadetes bacterium	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.644544896639879
Bin89	0.000582111921400393	JF833586.1.1431	0.170508206163923	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Ambiguous_taxa	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.63479627339213
Bin90	0.00337367588399071	HM438458.1.1461	0.218150386582925	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured bacterium	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	uncultured bacterium	0.642781600618174
Bin91	0.00552448741153627	HE818664.1.1451	0.344929303608534	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Ambiguous_taxa	Bacteria	1	Gemmatimonadetes	1	Gemmatimonadetes	1	Gemmatimonadales	1	Gemmatimonadaceae	1	Ambiguous_taxa	0.521279188217501
Bin92	0.00109755092850653	AY218561.1.1484	0.217449041827651	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	PHOS-HE51	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	0.700206232033329	Sphingobacteriales	0.700206232033329	PHOS-HE51	0.402974105862772	uncultured bacterium	0.996460792796425
Bin93	0.00306682275165838	HQ111163.1.1491	0.117767439915737	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	env.OPS 17	0.861850055467345	uncultured bacterium	0.902012814542748
Bin94	0.00204012171472766	AY921888.1.1388	0.257188875835375	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	AKYH767	NA	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	0.989916864344579	Sphingobacteriales	0.992644184602011	AKYH767	0.589252235195831	uncultured bacterium	0.882009909962284
Bin95	0.0063166611817799	JF776919.1.1448	0.114506331286676	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	0.899600701455033	Sphingobacteriales	0.899600701455033	Saprospiraceae	0.55216271187608	uncultured bacterium	0.517442782097073
Bin96	0.0091113944227933	GU569124.1.1484	0.107617132845619	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	0.968195276994523	Sphingobacteriales	0.968195276994523	Sphingobacteriaceae	0.968195276994523	Ambiguous_taxa	0.658226941183654
Bin97	0.00116167595832696	JN038840.1.1480	0.151710984922642	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured Bacteroidetes bacterium	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	0.548340661810692	Sphingobacteriales	0.548340661810692	NS11-12 marine group	0.508660151251253	uncultured bacterium	0.594953211132816
Bin98	0.000771701250679663	AB680723.1.1439	0.193090545369849	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	1	Flavobacteriia	1	Flavobacteriales	1	Flavobacteriaceae	1	Ambiguous_taxa	0.685646238962642
Bin99	0.00441420489176936	FR774598.1.1302	0.134343368167568	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	1	Flavobacteriia	0.992540881168776	Flavobacteriales	0.992540881168776	Flavobacteriaceae	0.992540881168776	Ambiguous_taxa	0.832049326276134
Bin100	0.00465562426825202	FN421497.1.1383	0.63657418219141	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	NA	Bacteria	1	Bacteroidetes	1	Cytophagia	0.999675277842031	Cytophagales	0.999675277842031	Cytophagaceae	0.999675277842031	Ambiguous_taxa	0.981591675836873
Bin101	0.00071503812982275	KJ540692.1.1386	0.145036354097753	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	NA	Bacteria	1	Bacteroidetes	0.992558924407765	Cytophagia	0.87202060463291	Cytophagales	0.87202060463291	Cytophagaceae	0.645883649799009	uncultured bacterium	0.504461834262415
Bin102	0.00430441982495122	JN037898.1.1484	0.610770311190837	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	NA	Bacteria	1	Bacteroidetes	1	Cytophagia	1	Cytophagales	1	Cytophagaceae	1	uncultured bacterium	0.688626183105332
Bin103	0.00251211922560152	HM241038.1.1352	0.33997387267686	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Cytophagia	1	Cytophagales	1	Cytophagaceae	0.945704395394656	uncultured bacterium	0.988338040555464
Bin104	0.00211386463946247	EU335282.1.1488	0.19344321987976	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Cytophagia	1	Cytophagales	1	Cytophagaceae	1	uncultured bacterium	0.724663606264046
Bin105	0.00584850751567281	JF220758.1.1353	0.129459827373977	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Cytophagia	1	Cytophagales	1	Cytophagaceae	1	uncultured bacterium	0.843279437768679
Bin106	0.0162794654039479	JF182317.1.1359	0.214756979750117	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	NA	Bacteria	1	Bacteroidetes	1	Cytophagia	1	Cytophagales	1	Cytophagaceae	1	uncultured bacterium	0.765427792851457
Bin107	7.03407361365602e-05	JAGE01000001.3166424.3168048	0.0931193341274932	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ambiguous_taxa	Bacteria	1	Firmicutes	1	Clostridia	1	Clostridiales	1	Ruminococcaceae	1	uncultured bacterium	0.697772185870411
Bin108	7.0327714769712e-05	FJ984648.1.1482	0.136773439229905	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured bacterium	Bacteria	1	Firmicutes	1	Erysipelotrichia	1	Erysipelotrichales	1	Erysipelotrichaceae	1	uncultured bacterium	1
Bin109	0.000221241649699	JNLE01000003.1151759.1153290	0.143600972820636	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ambiguous_taxa	Bacteria	1	Firmicutes	0.685793547873319	Clostridia	0.685793547873319	Clostridiales	0.685793547873319	Lachnospiraceae	0.66566312961726	Ambiguous_taxa	0.571960854208058
Bin110	0.00169272944161531	EU133922.1.1354	0.0905289700969918	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Bacteria	1	Chlorobi	0.913930490122786	Chlorobia	0.913930490122786	Chlorobiales	0.913930490122786	OPB56	0.698047206429077	uncultured bacterium	0.902570426604328
Bin111	0.00313994669415652	OTU_DN_14411	0.171407889435907	Bacteria	Latescibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Latescibacteria	0.975443387324919	uncultured bacterium	0.813828144554442	uncultured bacterium	0.813828144554442	uncultured bacterium	0.813828144554442	uncultured bacterium	0.814944245266116
Bin112	0.000653451494786501	KM205519.1.1483	0.146816836840564	Bacteria	Latescibacteria	NA	NA	NA	NA	Bacteria	1	Latescibacteria	1	uncultured bacterium	0.990972432183618	uncultured bacterium	0.990972432183618	uncultured bacterium	0.990972432183618	uncultured bacterium	0.990972432183618
Bin113	0.000484011609214271	OTU_DN_388	0.108954289561495	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rickettsiales	0.994559404487536	SM2D12	0.994559404487536	uncultured bacterium	0.984160416739848
Bin114	0.000217450243364536	OTU_DN_1443	0.0954629980549764	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rickettsiales	1	SM2D12	1	uncultured bacterium	0.921026262867015
Bin115	0.00209856849562351	JQ426597.1.1440	0.219615687292313	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.998825822108471	Erythrobacteraceae	0.998825822108471	uncultured bacterium	0.633476061316831
Bin116	0.00577872050342179	GQ389063.1.1478	0.150166536748782	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.997537415387011	Sphingomonadales	0.997203513140095	Sphingomonadaceae	0.940091644782733	Ambiguous_taxa	0.752573573039775
Bin117	0.00353055521047582	JF776881.1.1411	0.352533957397033	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	1	Ambiguous_taxa	0.755836613021366
Bin118	0.0030774962630578	HM438317.1.1441	0.282825464605761	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	0.9961651213642	Sphingomonadaceae	0.430530711302253	Ambiguous_taxa	0.50230797060291
Bin119	0.0142552286490881	HM240922.1.1307	0.319741273997959	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.999797214550127	Sphingomonadales	0.999797214550127	Sphingomonadaceae	0.999794446124335	Ambiguous_taxa	0.570326305675762
Bin120	0.008577238733859	FN421585.1.1365	0.296728010449604	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Sphingomonadales	1	Sphingomonadaceae	0.990901269729683	uncultured bacterium	0.63576828145933
Bin121	0.00105242855517501	KM263561.1.1452	0.171203712347909	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	DUNssu044	NA	Bacteria	1	Proteobacteria	0.999116026361242	Alphaproteobacteria	0.999116026361242	Rhizobiales	0.548479441749241	DUNssu044	0.363492672704703	uncultured bacterium	0.922987182521932
Bin122	0.00082647129461473	GQ452286.1.1408	0.207022978424512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodobacterales	1	Rhodobacteraceae	1	uncultured bacterium	0.564353253685263
Bin123	0.00295049855040619	JQ425892.1.1419	0.34090370060096	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	0.934250957138338	Hyphomonadaceae	0.934250957138338	Ambiguous_taxa	0.622708771618125
Bin124	0.000945917548840783	AB630405.1.1413	0.23093963191538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.998775695615109	Rhizobiales Incertae Sedis	0.406397149424147	uncultured bacterium	0.631255812965305
Bin125	0.00704219587325885	HM838910.1.1308	0.24816936129715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	0.999154347298442	Alphaproteobacteria	0.999154347298442	Rhizobiales	0.999154347298442	Methylobacteriaceae	0.795622423456719	Ambiguous_taxa	0.618473869032785
Bin126	0.00113598072190981	EU135167.1.1337	0.13964898953148	Bacteria	Planctomycetes	OM190	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Proteobacteria	0.678926073002957	Alphaproteobacteria	0.678107116235903	Rhizobiales	0.668714361398268	Rhizobiales Incertae Sedis	0.437053764063162	uncultured bacterium	0.750670583648224
Bin127	0.00434669759135523	GQ264021.1.1373	0.396495085658691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Hyphomicrobiaceae	0.976308809857837	uncultured bacterium	0.593596357097303
Bin128	0.00158350283260853	JF218822.1.1309	0.258273009790157	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	0.509737625498791	uncultured bacterium	0.861143923148761
Bin129	0.00907458083957388	JQ426189.1.1442	0.0958931114813885	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	0.997652028493181	Alphaproteobacteria	0.997652028493181	Rhizobiales	0.997652028493181	Xanthobacteraceae	0.893810433246324	Ambiguous_taxa	0.609970614491897
Bin130	0.00308372085158986	HE818683.1.1380	0.1493180693627	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	Bacteria	1	Proteobacteria	0.995362771702263	Alphaproteobacteria	0.995362771702263	Rhizobiales	0.995362771702263	Xanthobacteraceae	0.591319360708577	uncultured bacterium	0.875881281664605
Bin131	0.0100357378075768	FQ659783.2.1361	0.681073103024375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA	Bacteria	1	Proteobacteria	0.997848713950514	Alphaproteobacteria	0.997848713950514	Rhizobiales	0.996522007584656	Bradyrhizobiaceae	0.993121353225231	Ambiguous_taxa	0.538147972505252
Bin132	0.00429546185642884	FN546860.1.1411	0.327727418221778	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.958683828742758	Phyllobacteriaceae	0.931205055685468	uncultured bacterium	0.773293278590953
Bin133	0.00448545692458733	GQ262947.1.1438	0.355476076513696	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	0.998849560415888	Alphaproteobacteria	0.998849560415888	Rhizobiales	0.9894339696798	Hyphomicrobiaceae	0.453839705262748	Ambiguous_taxa	0.903588624803521
Bin134	0.00863050666442549	JX223090.1.1452	0.277230120501932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Hyphomicrobiaceae	0.712882076119812	uncultured bacterium	0.861990337227017
Bin135	0.00343615477217578	LN563313.1.1320	0.507894239939953	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.999489097248976	Hyphomicrobiaceae	0.517756417897105	uncultured bacterium	0.952195827079189
Bin136	0.0163480296311679	FR753119.1.1437	0.202031782006843	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.99963715641844	Rhizobiales	0.99963715641844	Rhizobiaceae	0.825522647914818	Ambiguous_taxa	0.772897284665548
Bin137	0.00148288218323797	EU133400.1.1317	0.193374011954783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	JG34-KF-361	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	JG34-KF-361	0.999280335099146	uncultured bacterium	0.774437022218033
Bin138	0.00601084848278635	KF697405.1.1227	0.109282536881861	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured bacterium	Bacteria	1	Proteobacteria	0.91638500598083	Alphaproteobacteria	0.91638500598083	Rhizobiales	0.911851728770138	Rhizobiales Incertae Sedis	0.666324870665687	uncultured bacterium	0.685118985822895
Bin139	0.00320922229578904	FR853451.1.1447	0.333434206018935	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.999622534311547	Caulobacterales	0.996785644927522	Caulobacteraceae	0.999073203788883	Ambiguous_taxa	0.54937869403393
Bin140	0.00200451354309541	OTU_DN_27	0.267092063428572	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Caulobacterales	1	Caulobacteraceae	1	Ambiguous_taxa	0.577262079284803
Bin141	0.00210757314978323	JQ769816.1.1484	0.195996089319154	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	NA	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	env.OPS 17	0.626843985407376	uncultured bacterium	0.849832094542145
Bin142	0.00254063846182786	HM263486.1.1357	0.132528109779312	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	0.88881139936308	uncultured bacterium	0.658236666586143
Bin143	0.000882878481814066	HM129122.1.1436	0.168819584158068	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	1	uncultured bacterium	0.969613960689827
Bin144	0.0116797288057393	JN697961.1.1372	0.172809411763888	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	0.999790977940145	Sphingobacteriia	0.999790977940145	Sphingobacteriales	0.999790977940145	Chitinophagaceae	0.999790977940145	Ambiguous_taxa	0.924764447387222
Bin145	0.0110254127704535	HM268999.1.1363	0.457144679999181	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	1	Ambiguous_taxa	0.794994327932376
Bin146	0.00137630931580002	DQ450748.1.1393	0.327635039744092	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	1	Ambiguous_taxa	0.79376469444564
Bin147	0.00355640916239139	HM128939.1.1453	0.101148536911215	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	1	Ambiguous_taxa	0.859322986921176
Bin148	0.000787131507513397	HQ118807.1.1500	0.404592496894461	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured bacterium	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	1	uncultured bacterium	0.61000640662062
Bin149	0.00934563837134347	GQ396841.1.1496	0.135432039649788	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	1	Ambiguous_taxa	0.745042573716924
Bin150	0.0115785835502729	JF429082.1.1514	0.120881935779615	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	1	Sphingobacteriia	1	Sphingobacteriales	1	Chitinophagaceae	1	Ambiguous_taxa	0.909008442614776
Bin151	0.00137159307090545	FM209343.1.1484	0.32961804552029	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ambiguous_taxa	Bacteria	1	Bacteroidetes	0.981527665117525	Sphingobacteriia	0.503181641059244	Sphingobacteriales	0.503181641059244	NS11-12 marine group	0.499354138103328	Ambiguous_taxa	0.76553863243126
Bin152	0.000315919535026237	KF712835.1.1426	0.276059539426212	Bacteria	Saccharibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Saccharibacteria	1	uncultured bacterium	1	uncultured bacterium	1	uncultured bacterium	1	uncultured bacterium	1
Bin153	0.000439861999378413	OTU_DN_128	0.418858897070814	Bacteria	Saccharibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Saccharibacteria	1	uncultured bacterium	1	uncultured bacterium	1	uncultured bacterium	1	uncultured bacterium	1
Bin154	6.86223331846518e-05	FN667260.1.1408	0.144694974279682	Bacteria	Saccharibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Saccharibacteria	1	uncultured bacterium	0.959081643018748	uncultured bacterium	0.959081643018748	uncultured bacterium	0.959081643018748	uncultured bacterium	0.959081643018748
Bin155	0.000220030216579148	JN003064.1.1251	0.126150022630655	Bacteria	Saccharibacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Saccharibacteria	1	uncultured bacterium	0.851244261371986	uncultured bacterium	0.851244261371986	uncultured bacterium	0.851244261371986	uncultured bacterium	0.851244261371986
Bin156	0.000852342573297043	Z21636.1.1379	0.344900123256662	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	NA	Bacteria	1	Chloroflexi	0.599115331655669	Ardenticatenia	0.599115331655669	Ardenticatenales	0.599115331655669	uncultured bacterium	0.515993767610423	uncultured bacterium	0.989445226619319
Bin157	0.00123923391089339	EF516213.1.1418	0.253924596811723	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	Bacteria	1	Armatimonadetes	1	Fimbriimonadia	1	Fimbriimonadales	1	Fimbriimonadaceae	0.982881681362404	uncultured bacterium	0.997074487622543
Bin158	0.000927429289065433	OTU_DN_36	0.144162664419154	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	Bacteria	1	Armatimonadetes	1	Fimbriimonadia	1	Fimbriimonadales	1	Fimbriimonadaceae	0.993696705956589	uncultured bacterium	0.98729734834545
Bin159	0.000652139245812734	JF158280.1.1331	0.184169420340394	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Armatimonadetes	0.982426191171851	uncultured	0.982426191171851	uncultured bacterium	0.983178829245272	uncultured bacterium	0.983178829245272	uncultured bacterium	0.983178829245272
Bin160	0.000917038213974184	KT835570.1.1453	0.589905371688949	Bacteria	Chloroflexi	TK10	NA	NA	NA	Bacteria	1	Chloroflexi	1	TK10	0.998085640380852	uncultured bacterium	0.92709072025585	uncultured bacterium	0.92709072025585	uncultured bacterium	0.92709072025585
Bin161	0.0088432562015466	HQ844554.1.1431	0.321325824257757	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Chloroflexi	1	KD4-96	0.7982108176484	uncultured bacterium	0.643276418791688	uncultured bacterium	0.685889095720552	uncultured bacterium	0.685889095720552
Bin162	0.000621371161701234	GQ354917.1.1471	0.292139375957508	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	Bacteria	1	Chloroflexi	1	Anaerolineae	0.750369018289131	Anaerolineales	0.815002622368721	Anaerolineaceae	0.815002622368721	uncultured bacterium	0.755192722843968
Bin163	0.000470231303619308	OTU_DN_85	0.359331966396444	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured bacterium	Bacteria	1	Chloroflexi	1	Anaerolineae	1	Anaerolineales	1	Anaerolineaceae	1	uncultured bacterium	0.557095374155971
